,aligner,depth,tp,fp,fn,precision,recall,f1,level,site,spearman,pearson,jaccard,depth_log10
51,BURST 98 Taxonomy,9992,4776,0,5216,1.0,0.477982385908727,0.7389911929543636,species,stool,0.9880414249787208,0.9662570792591534,0.59,4.0
52,BURST 98 Taxonomy,9992,5024,1,4967,0.9998009950248756,0.5028525673105795,0.7513267811677276,species,oral,0.9720433321558916,0.897111879521139,0.93,4.0
53,BURST 98 Taxonomy,9992,4851,1,5140,0.9997938994229184,0.4855369832849565,0.7426654413539374,species,skin,0.7966523217540863,0.7264205814666514,0.11,4.0
54,BURST 98 Taxonomy,9992,4890,1,5101,0.9997955428337764,0.4894404964468021,0.7446180196402892,species,stool,0.9850253833459067,0.9479775819657903,0.56,4.0
55,BURST 98 Taxonomy,9992,4894,1,5097,0.9997957099080694,0.48984085677109396,0.7448182833395817,species,oral,0.9640394019909627,0.874840037818743,0.91,4.0
56,BURST 98 Taxonomy,9992,4779,3,5210,0.9993726474278545,0.4784262688957854,0.7388994581618199,species,skin,0.7626221077937629,0.7246461339946789,0.12,4.0
57,BURST 98 Taxonomy,9992,4867,1,5124,0.9997945768282662,0.4871384245821239,0.743466500705195,species,stool,0.9857276313680611,0.9497274911980245,0.57,4.0
58,BURST 98 Taxonomy,9992,4915,1,5076,0.9997965825874695,0.4919427484736263,0.7458696655305479,species,oral,0.9811617341897793,0.9187771334693058,0.88,4.0
59,BURST 98 Taxonomy,9992,4928,2,5062,0.9995943204868154,0.4932932932932933,0.7464438068900543,species,skin,0.7231669521288944,0.7262516206244356,0.13,4.0
60,BURST 95 Taxonomy,100047,90909,17,9121,0.9998130347755317,0.908817354793562,0.9543151947845468,species,stool,0.9998178133041836,0.9957412598006068,1.0,5.0
61,BURST 95 Taxonomy,100047,93698,21,6328,0.9997759259061663,0.9367364485233839,0.968256187214775,species,oral,0.9990280555503637,0.9978874869022843,1.0,5.0
62,BURST 95 Taxonomy,100047,90991,37,9019,0.999593531660588,0.9098190180981902,0.9547062748793891,species,skin,0.9966642910850203,0.9357201541093341,0.696078431372549,5.0
63,BURST 95 Taxonomy,100047,91058,27,8962,0.9997035735851129,0.9103979204159168,0.9550507470005148,species,stool,0.9896819106020394,0.9964962537828049,1.0,5.0
64,BURST 95 Taxonomy,100047,92880,23,7144,0.9997524299538229,0.9285771414860433,0.9641647857199331,species,oral,0.9861112068464293,0.9728070697221791,1.0,5.0
65,BURST 95 Taxonomy,100047,91578,49,8420,0.9994652231329193,0.9157983159663193,0.9576317695496193,species,skin,0.9985704781059054,0.9457361209646982,0.7254901960784313,5.0
66,BURST 95 Taxonomy,100047,90973,24,9050,0.999736255041375,0.9095208102136508,0.9546285326275129,species,stool,0.9845650258797664,0.9705811875847168,1.0,5.0
67,BURST 95 Taxonomy,100047,92877,19,7151,0.999795470203238,0.9285100171951853,0.9641527436992117,species,oral,0.9871731473391453,0.9495240853055755,1.0,5.0
68,BURST 95 Taxonomy,100047,91398,28,8621,0.9996937413864765,0.9138063767884103,0.9567500590874434,species,skin,0.9775586384582642,0.9359000983469187,0.7128712871287128,5.0
69,BURST 95 Taxonomy,100047,90688,26,9333,0.999713384924047,0.9066895951850111,0.9532014900545291,species,stool,0.9996356266083671,0.9960268266514032,1.0,5.0
70,BURST 95 Taxonomy,100047,93138,21,6888,0.9997745789456736,0.9311379041449224,0.965456241545298,species,oral,0.9982149699971451,0.9979119829410316,1.0,5.0
71,BURST 95 Taxonomy,100047,91183,38,8826,0.9995834292542287,0.9117479426851584,0.9556656859696935,species,skin,0.9956748500234429,0.937179629946058,0.8316831683168316,5.0
72,BURST 95 Taxonomy,100047,90702,30,9315,0.9996693559053035,0.9068658328084226,0.953267594356863,species,stool,0.9997267199562754,0.9965923895988575,1.0,5.0
73,BURST 95 Taxonomy,100047,92606,27,7414,0.9997085271987305,0.925874825034993,0.9627916761168618,species,oral,0.9929712911300872,0.9731310751345483,1.0,5.0
74,BURST 95 Taxonomy,100047,91146,44,8857,0.9995174909529554,0.9114326570202894,0.9554750739866225,species,skin,0.9799942621131876,0.9304641392142637,0.7326732673267327,5.0
75,BURST 98 Taxonomy,100047,47954,11,52082,0.9997706661107058,0.47936742772601865,0.7395690469183622,species,stool,0.9997722666302294,0.9944276613803958,1.0,5.0
76,BURST 98 Taxonomy,100047,49530,13,50504,0.9997376016793492,0.49513165523721936,0.7474346284582842,species,oral,0.9866079503007054,0.9486242863106628,1.0,5.0
77,BURST 98 Taxonomy,100047,48128,20,51899,0.9995846141065049,0.48115008947584154,0.7403673517911732,species,skin,0.9791980680452933,0.8923213723816155,0.44554455445544555,5.0
78,BURST 98 Taxonomy,100047,48054,15,51978,0.999687948573925,0.4803862763915547,0.7400371124827398,species,stool,0.9998178133041836,0.9943373588763604,1.0,5.0
79,BURST 98 Taxonomy,100047,49447,10,50590,0.9997978041531027,0.49428711376790585,0.7470424589605043,species,oral,0.9937123891276802,0.9722896975028351,1.0,5.0
80,BURST 98 Taxonomy,100047,48195,19,51833,0.9996059235906584,0.4818150917743032,0.7407105076824808,species,skin,0.9437543637330018,0.8842771127354361,0.48514851485148514,5.0
81,BURST 98 Taxonomy,100047,47661,7,52379,0.9998531509608123,0.47641943222710914,0.7381362915939607,species,stool,0.9998178133041836,0.9930565663472131,1.0,5.0
82,BURST 98 Taxonomy,100047,49219,9,50819,0.9998171772162184,0.4920030388452388,0.7459101080307287,species,oral,0.9890382975659968,0.9489246404021087,1.0,5.0
83,BURST 98 Taxonomy,100047,48619,27,51401,0.9994449697816881,0.48609278144371126,0.7427688756126997,species,skin,0.9784740368275382,0.8899192029292524,0.4752475247524752,5.0
84,BURST 98 Taxonomy,100047,47463,15,52569,0.9996840641981549,0.4744781669865643,0.7370811155923596,species,stool,0.9997267199562754,0.9922046070312665,1.0,5.0
85,BURST 98 Taxonomy,100047,49037,9,51001,0.9998164987970477,0.49018373018253064,0.7450001144897892,species,oral,0.9876441448711784,0.948521875124938,1.0,5.0
86,BURST 98 Taxonomy,100047,48208,16,51823,0.9996682149966821,0.4819306015135308,0.7407994082551065,species,skin,0.9603352443861787,0.8899855952006495,0.48514851485148514,5.0
87,BURST 98 Taxonomy,100047,48335,15,51697,0.9996897621509824,0.48319537747920666,0.7414425698150945,species,stool,0.9709054796406326,0.9450101267195359,1.0,5.0
88,BURST 98 Taxonomy,100047,49582,10,50455,0.9997983545733182,0.4956366144526525,0.7477174845129854,species,oral,0.9951102236771618,0.9724763972571571,1.0,5.0
89,BURST 98 Taxonomy,100047,48528,11,51508,0.9997733781083252,0.48510536206965493,0.7424393700889901,species,skin,0.9793908887632152,0.8933594654256892,0.51,5.0
90,BURST 95 Taxonomy,999923,907926,227,91770,0.9997500421184536,0.9082020934364047,0.9539760677774292,species,stool,0.9896934111626009,0.9993217998140975,1.0,6.0
91,BURST 95 Taxonomy,999923,933346,222,66355,0.9997622026461919,0.9336251539210224,0.9666936782836071,species,oral,0.9928843266111277,0.9995709392869929,0.970873786407767,6.0
92,BURST 95 Taxonomy,999923,913181,414,86328,0.9995468451556762,0.9136295921297357,0.9565882186427059,species,skin,0.9879759444529707,0.9927859154129027,0.9803921568627451,6.0
93,BURST 95 Taxonomy,999923,907642,235,92046,0.9997411543634215,0.9079252726850777,0.9538332135242495,species,stool,0.989738496619684,0.9993230296410729,1.0,6.0
94,BURST 95 Taxonomy,999923,932417,228,67278,0.9997555339920334,0.9327014739495546,0.9662285039707941,species,oral,0.9944347712938751,0.9747663922340533,0.970873786407767,6.0
95,BURST 95 Taxonomy,999923,914449,381,85093,0.9995835291802848,0.9148680095483731,0.9572257693643289,species,skin,0.999654552239502,0.9929363187954432,0.9803921568627451,6.0
96,BURST 95 Taxonomy,999923,907597,227,92099,0.9997499515324556,0.9078729933899906,0.9538114724612231,species,stool,0.9998178133041836,0.9993925283765063,1.0,6.0
97,BURST 95 Taxonomy,999923,933338,240,66345,0.9997429245333544,0.9336339619659432,0.9666884432496488,species,oral,0.9961134544206109,0.9996122202424954,0.9803921568627451,6.0
98,BURST 95 Taxonomy,999923,912902,380,86641,0.9995839182202212,0.9133193869598406,0.9564516525900308,species,skin,0.9761685456916761,0.9921788155267998,0.9803921568627451,6.0
99,BURST 95 Taxonomy,999923,907354,271,92298,0.9997014185373916,0.9076698691144518,0.9536856438259217,species,stool,0.9998178133041836,0.9993827923387906,1.0,6.0
100,BURST 95 Taxonomy,999923,930512,210,69201,0.9997743687159001,0.9307791336113465,0.9652767511636233,species,oral,0.9995514102540141,0.9996634608938014,0.970873786407767,6.0
101,BURST 95 Taxonomy,999923,914144,437,85342,0.9995221855691294,0.9146141116533898,0.9570681486112596,species,skin,0.9877755087515665,0.9911085627496671,0.9803921568627451,6.0
102,BURST 95 Taxonomy,999923,906921,300,92702,0.9996693198239459,0.9072630381653883,0.9534661789946671,species,stool,0.9803762774996578,0.998593956543835,1.0,6.0
103,BURST 95 Taxonomy,999923,932881,231,66811,0.9997524412932209,0.9331684158720887,0.9664604285826548,species,oral,0.9960762033050963,0.9996204688568735,0.970873786407767,6.0
104,BURST 95 Taxonomy,999923,914604,362,84957,0.9996043568832066,0.9150056874968111,0.9573050221900088,species,skin,0.9875635751310748,0.9930370261713345,0.9803921568627451,6.0
105,BURST 98 Taxonomy,999923,479320,135,520468,0.999718430301071,0.47942163738712607,0.7395700338440985,species,stool,0.9997722666302294,0.998917396209718,1.0,6.0
106,BURST 98 Taxonomy,999923,491658,103,508162,0.9997905486608332,0.49174651437258704,0.7457685315167101,species,oral,0.999514027775182,0.9994048884462172,1.0,6.0
107,BURST 98 Taxonomy,999923,481938,168,517817,0.9996515289168773,0.48205610374541763,0.7408538163311474,species,skin,0.9875400269510201,0.9852281793723457,0.9803921568627451,6.0
108,BURST 98 Taxonomy,999923,479375,138,520410,0.9997122080110445,0.47947808778887463,0.7395951478999596,species,stool,0.9896934111626009,0.9983775508912192,1.0,6.0
109,BURST 98 Taxonomy,999923,492897,105,506921,0.9997870191195979,0.4929867235836922,0.746386871351645,species,oral,0.9857006979121385,0.9505530342490501,1.0,6.0
110,BURST 98 Taxonomy,999923,482623,187,517113,0.999612684078623,0.48275044611777507,0.741181565098199,species,skin,0.9870334540740263,0.9836606356412188,0.9803921568627451,6.0
111,BURST 98 Taxonomy,999923,478612,150,521161,0.9996866919262598,0.4787206695919974,0.7392036807591286,species,stool,0.9803316185187901,0.9987599180711286,1.0,6.0
112,BURST 98 Taxonomy,999923,492842,114,506967,0.999768742037829,0.49293615080480374,0.7463524464213164,species,oral,0.9944722964262799,0.9745549251381714,0.9900990099009901,6.0
113,BURST 98 Taxonomy,999923,482248,173,517502,0.99964139206212,0.482368592148037,0.7410049921050785,species,skin,0.9862804952204268,0.9822666071115256,0.9803921568627451,6.0
114,BURST 98 Taxonomy,999923,478681,137,521105,0.9997138787597792,0.47878345966036734,0.7392486692100733,species,stool,0.9846455526882923,0.973690640768698,1.0,6.0
115,BURST 98 Taxonomy,999923,493908,95,505920,0.9998076934755457,0.4939929667902879,0.7469003301329168,species,oral,0.9958805640375153,0.9993313227050747,1.0,6.0
116,BURST 98 Taxonomy,999923,483253,163,516507,0.999662816290731,0.4833690085620549,0.7415159124263929,species,skin,0.9688862418106015,0.9703794538860894,0.9705882352941176,6.0
117,BURST 98 Taxonomy,999923,478740,125,521058,0.9997389660969167,0.4788367250184537,0.7392878455576852,species,stool,0.9997722666302294,0.9989349520935127,1.0,6.0
118,BURST 98 Taxonomy,999923,494082,115,505726,0.9997672992753902,0.4941768819613366,0.7469720906183634,species,oral,0.9997009401693426,0.999404302270982,1.0,6.0
119,BURST 98 Taxonomy,999923,483242,168,516513,0.9996524689187233,0.48336042330370943,0.7415064461112164,species,skin,0.9877163592432533,0.9840847870763585,0.9803921568627451,6.0
120,BURST 95 Taxonomy,10000001,9079469,2573,917959,0.9997166936686706,0.9081804840204901,0.9539485888445803,species,stool,0.96359903956759,0.99807362823917,0.8695652173913043,7.0
121,BURST 95 Taxonomy,10000001,9322060,2267,675674,0.9997568725335352,0.9324172857569525,0.9660870791452438,species,oral,0.984864007642422,0.9994553261347116,0.7407407407407407,7.0
122,BURST 95 Taxonomy,10000001,9135115,3979,860907,0.9995646176743559,0.9138750394907094,0.9567198285825327,species,skin,0.9585004299759755,0.9956192169998733,0.8849557522123894,7.0
123,BURST 98 Taxonomy,10000001,4791946,1317,5206738,0.9997252393619962,0.47925767030941274,0.7394914548357044,species,stool,0.9716378131538491,0.9981416731951809,0.9615384615384616,7.0
124,BURST 98 Taxonomy,10000001,4927229,1105,5071667,0.999775786300198,0.4927773026142086,0.7462765444572033,species,oral,0.987284992222111,0.999388009983128,0.847457627118644,7.0
125,BURST 98 Taxonomy,10000001,4829301,1789,5168911,0.9996296901941384,0.48301646334364584,0.7413230767688921,species,skin,0.9882705661509129,0.9959619524502382,0.9433962264150944,7.0
0,UTree,1012,634,21,357,0.9679389312977099,0.6397578203834511,0.8038483758405806,species,stool,0.8839122302311949,0.8146338078175344,0.2,3.0
1,UTree,1012,634,18,360,0.9723926380368099,0.6378269617706237,0.8051097999037168,species,oral,0.9039216305459531,0.7269753897322007,0.28,3.0
2,UTree,1012,644,23,345,0.9655172413793104,0.6511627906976745,0.8083400160384924,species,skin,0.5555102396523338,0.6666345237782088,0.06930693069306931,3.0
3,UTree,1012,614,22,376,0.9654088050314465,0.6202020202020202,0.7928054126167334,species,stool,0.9109275720378153,0.8386193611258967,0.2,3.0
4,UTree,1012,633,16,363,0.975346687211094,0.6355421686746988,0.8054444279428964,species,oral,0.9157367232557583,0.8003626774160191,0.32,3.0
5,UTree,1012,590,19,403,0.9688013136288999,0.594159113796576,0.7814802137127379,species,skin,0.5337708714061559,0.6651834579795342,0.06,3.0
6,UTree,1012,619,20,373,0.9687010954616588,0.623991935483871,0.7963465154727649,species,stool,0.9150382604403855,0.8571196904258812,0.19,3.0
7,UTree,1012,672,8,332,0.9882352941176471,0.6693227091633466,0.8287790016404968,species,oral,0.9043439952172718,0.8294374457423077,0.3465346534653465,3.0
8,UTree,1012,586,18,408,0.9701986754966887,0.5895372233400402,0.7798679494183645,species,skin,0.6267796680617366,0.6847169466950757,0.06,3.0
9,UTree,1012,653,15,344,0.9775449101796407,0.6549648946840522,0.8162549024318464,species,stool,0.9187851020157007,0.8771829324029918,0.21,3.0
10,UTree,1012,640,13,359,0.9800918836140888,0.6406406406406406,0.8103662621273647,species,oral,0.9030950575528881,0.7654196138815745,0.29,3.0
11,UTree,1012,625,13,374,0.9796238244514106,0.6256256256256256,0.8026247250385181,species,skin,0.5210060364848024,0.658494402413797,0.0594059405940594,3.0
12,UTree,1012,616,20,376,0.9685534591194969,0.6209677419354839,0.7947606005274903,species,stool,0.9055261915246277,0.8573087056966543,0.23,3.0
13,UTree,1012,701,14,297,0.9804195804195804,0.7024048096192385,0.8414121950194094,species,oral,0.9165059906239834,0.8229040980595929,0.33,3.0
14,UTree,1012,596,19,397,0.9691056910569106,0.6002014098690835,0.784653550462997,species,skin,0.5446413696111808,0.6613014623448087,0.06,3.0
15,UTree,9992,6557,209,3226,0.9691102571681939,0.6702443013390575,0.8196772792536258,species,stool,0.970854805258899,0.9531797686203781,0.71,4.0
16,UTree,9992,6285,152,3555,0.9763865154575113,0.6387195121951219,0.8075530138263166,species,oral,0.9445997270809082,0.8331926803381952,0.8737864077669902,4.0
17,UTree,9992,6229,177,3586,0.9723696534498907,0.6346408558329089,0.8035052546413998,species,skin,0.8403422103601904,0.7558121824788133,0.125,4.0
18,UTree,9992,6484,221,3287,0.9670395227442208,0.6635963565653464,0.8153179396547836,species,stool,0.9704864380487651,0.9537395917999169,0.68,4.0
19,UTree,9992,6464,176,3352,0.9734939759036144,0.658516707416463,0.8160053416600387,species,oral,0.9562701876611069,0.8951491496692656,0.8640776699029126,4.0
20,UTree,9992,6183,158,3651,0.9750827945119066,0.6287370347773032,0.8019099146446049,species,skin,0.674061254791072,0.7171589205459891,0.1262135922330097,4.0
21,UTree,9992,6521,193,3278,0.9712540959189753,0.6654760689866313,0.8183650824528033,species,stool,0.9598606229766333,0.9446641470868348,0.62,4.0
22,UTree,9992,6287,165,3540,0.9744265344079355,0.639767986160578,0.8070972602842568,species,oral,0.9537076558030186,0.8739225893525014,0.8725490196078431,4.0
23,UTree,9992,6223,177,3592,0.97234375,0.634029546612328,0.803186648306164,species,skin,0.5993440826779012,0.7077411413180027,0.1262135922330097,4.0
24,UTree,9992,6343,200,3449,0.9694329818126242,0.6477736928104575,0.8086033373115409,species,stool,0.9715685167285338,0.9510989315196859,0.69,4.0
25,UTree,9992,6503,160,3329,0.9759867927360047,0.6614117168429617,0.8186992547894832,species,oral,0.9494823065628816,0.9132807552234815,0.9108910891089109,4.0
26,UTree,9992,5989,169,3834,0.9725560246833388,0.6096915402626489,0.7911237824729939,species,skin,0.6370331924717019,0.7048155240686474,0.11650485436893204,4.0
27,UTree,9992,6417,189,3386,0.9713896457765667,0.6545955319800061,0.8129925888782864,species,stool,0.9309586997109218,0.917314987290325,0.67,4.0
28,UTree,9992,6338,164,3490,0.9747769916948631,0.6448921448921449,0.809834568293504,species,oral,0.9587801829836615,0.8956148481832741,0.8712871287128713,4.0
29,UTree,9992,6183,193,3616,0.9697302383939774,0.6309827533421778,0.8003564958680776,species,skin,0.6414140850752464,0.6855421948694445,0.11650485436893204,4.0
30,UTree,100047,64134,2103,33810,0.9682503736582273,0.6548027444253859,0.8115265590418066,species,stool,0.9712809379589755,0.9654233410757396,0.9029126213592233,5.0
31,UTree,100047,65118,1653,33276,0.9752437435413578,0.6618086468687115,0.8185261952050347,species,oral,0.9605520672409493,0.9209445286756128,0.811965811965812,5.0
32,UTree,100047,61211,1788,37048,0.9716185971205892,0.6229556580058824,0.7972871275632358,species,skin,0.8900793212929374,0.8858057786807179,0.4519230769230769,5.0
33,UTree,100047,64198,2058,33791,0.9689386621588988,0.655155170478319,0.8120469163186088,species,stool,0.9713269833243854,0.9665721038587268,0.8942307692307693,5.0
34,UTree,100047,64400,1734,33913,0.9737805062448968,0.6550507054000997,0.8144156058224983,species,oral,0.9517698947911367,0.8796311267729429,0.8189655172413793,5.0
35,UTree,100047,61422,1840,36785,0.9709146090860232,0.6254340321972975,0.7981743206416604,species,skin,0.9217078500794527,0.8762279115142575,0.45714285714285713,5.0
36,UTree,100047,64342,2116,33589,0.9681603418700533,0.6570136116245111,0.8125869767472822,species,stool,0.9211369984685972,0.9404623952974067,0.9117647058823529,5.0
37,UTree,100047,64281,1655,34111,0.9748999029361806,0.6533153101878202,0.8141076065620003,species,oral,0.9533251814312157,0.9224247717065077,0.7851239669421488,5.0
38,UTree,100047,61272,1826,36949,0.9710608894101239,0.6238177171887885,0.7974393032994562,species,skin,0.8638335768618511,0.8696401875019201,0.4074074074074074,5.0
39,UTree,100047,64178,1965,33904,0.9702916408387887,0.6543300503660203,0.8123108456024045,species,stool,0.9708665296702853,0.9655701502626352,0.9117647058823529,5.0
40,UTree,100047,64484,1641,33922,0.9751833648393194,0.6552852468345426,0.815234305836931,species,oral,0.9480229954616438,0.9002258283449113,0.8050847457627118,5.0
41,UTree,100047,61175,1773,37099,0.9718338946431976,0.6224942507682601,0.7971640727057289,species,skin,0.9070848426318774,0.8844844919742267,0.46296296296296297,5.0
42,UTree,100047,64052,2019,33976,0.9694419639478743,0.6534051495491084,0.8114235567484913,species,stool,0.9495103201347979,0.9663954535074716,0.8942307692307693,5.0
43,UTree,100047,64213,1662,34172,0.9747703984819734,0.652670630685572,0.8137205145837727,species,oral,0.9365397463969859,0.8785276637272748,0.7786885245901639,5.0
44,UTree,100047,61281,1847,36919,0.9707419845393487,0.6240427698574338,0.7973923771983913,species,skin,0.8910836952009904,0.8739895070416036,0.4666666666666667,5.0
45,UTree,999923,641107,20072,338744,0.9696421090204015,0.6542902951571208,0.8119662020887611,species,stool,0.9221507744922399,0.9620551238963548,0.5602409638554217,6.0
46,UTree,999923,646838,17219,335866,0.9740699970032693,0.6582226184079845,0.8161463077056269,species,oral,0.9160850984196814,0.8918275887723502,0.37549407114624506,6.0
47,UTree,999923,610536,18338,371049,0.9708399456806928,0.6219899448341203,0.7964149452574065,species,skin,0.8390758883062914,0.9273287160269063,0.34554973821989526,6.0
48,UTree,999923,640711,20171,339041,0.9694786663882509,0.6539522246446039,0.8117154455164274,species,stool,0.9069490470715287,0.9634908224593601,0.5636363636363636,6.0
49,UTree,999923,646223,16939,336761,0.9744572216140249,0.6574094797066891,0.815933350660357,species,oral,0.9198563283577043,0.8951766468323663,0.34798534798534797,6.0
50,UTree,999923,613210,18175,368538,0.9712140769894755,0.6246103888166821,0.7979122329030788,species,skin,0.8388692927958676,0.9300367369388828,0.34554973821989526,6.0
51,UTree,999923,641069,20057,338797,0.9696623639064264,0.6542414983273223,0.8119519311168744,species,stool,0.9144712942044265,0.965484336410578,0.6,6.0
52,UTree,999923,646536,17038,336349,0.9743238885188389,0.6577941468228735,0.8160590176708562,species,oral,0.9086419240823449,0.8930924089106604,0.3667953667953668,6.0
53,UTree,999923,611452,18126,370345,0.9712092862202936,0.622788621273033,0.7969989537466633,species,skin,0.8512041846267694,0.9297285244278256,0.35294117647058826,6.0
54,UTree,999923,640980,20125,338818,0.9695585421377845,0.6541960689856481,0.8118773055617163,species,stool,0.9222483211532368,0.9640394288541054,0.5705521472392638,6.0
55,UTree,999923,644704,17179,338040,0.9740452617758728,0.6560243562921778,0.8150348090340254,species,oral,0.9049654689697204,0.8888178806784529,0.36259541984732824,6.0
56,UTree,999923,612443,18233,369247,0.9710897513144626,0.6238659862074586,0.7974778687609606,species,skin,0.8269949034200261,0.9319969066026217,0.3492063492063492,6.0
57,UTree,999923,641008,20405,338510,0.9691493817025066,0.6544116596121766,0.8117805206573416,species,stool,0.9069736719256621,0.9620904217900995,0.5406976744186046,6.0
58,UTree,999923,646015,16971,336937,0.9744021744048894,0.6572192741863285,0.815810724295609,species,oral,0.8989514993150534,0.8683819921058491,0.36538461538461536,6.0
59,UTree,999923,611962,18233,369728,0.9710676853989638,0.623376014831566,0.7972218501152649,species,skin,0.8655549227237073,0.9301062656993133,0.3402061855670103,6.0
60,UTree,10000001,6408917,202712,3388372,0.9693400824516923,0.6541520822750049,0.8117460823633487,species,stool,0.8820138561888599,0.9504148026499492,0.246684350132626,7.0
61,UTree,10000001,6458198,168979,3372824,0.9745021145504338,0.6569203079801876,0.8157112112653107,species,oral,0.8726716443621648,0.8427368470648422,0.0811965811965812,7.0
62,UTree,10000001,6117170,182863,3699968,0.9709742790236178,0.6231113385591606,0.7970428087913892,species,skin,0.7854759340263391,0.9081563652547316,0.11320754716981132,7.0
0,Bowtie2 95,1012,867,2,143,0.997698504027618,0.8584158415841584,0.9280571728058882,species,stool,0.9740612418078916,0.9199318461438015,0.24,3.0
1,Bowtie2 95,1012,877,1,134,0.9988610478359908,0.8674579624134521,0.9331595051247215,species,oral,0.9466173713466806,0.7991041617468868,0.37,3.0
2,Bowtie2 95,1012,892,0,120,1.0,0.8814229249011858,0.9407114624505929,species,skin,0.6419369220536172,0.6812577091070269,0.08,3.0
3,Bowtie2 95,1012,846,0,166,1.0,0.8359683794466403,0.9179841897233201,species,stool,0.9210878634509378,0.8478300512325977,0.23,3.0
4,Bowtie2 95,1012,884,3,125,0.9966178128523112,0.8761149653121902,0.9363663890822507,species,oral,0.9351916395237796,0.8084881178799941,0.36,3.0
5,Bowtie2 95,1012,829,0,183,1.0,0.8191699604743083,0.9095849802371542,species,skin,0.5337708714061559,0.6676676688904494,0.06,3.0
6,Bowtie2 95,1012,867,0,145,1.0,0.8567193675889329,0.9283596837944664,species,stool,0.9578573892045197,0.902571912320892,0.22,3.0
7,Bowtie2 95,1012,935,0,77,1.0,0.9239130434782609,0.9619565217391304,species,oral,0.940037876407985,0.8705367512962999,0.45,3.0
8,Bowtie2 95,1012,864,1,147,0.9988439306358381,0.8545994065281899,0.926721668582014,species,skin,0.6785227270516957,0.6849285545852617,0.07,3.0
9,Bowtie2 95,1012,909,1,102,0.9989010989010989,0.8991097922848664,0.9490054455929826,species,stool,0.9460515473840503,0.8888429955694139,0.23,3.0
10,Bowtie2 95,1012,884,0,128,1.0,0.8735177865612648,0.9367588932806323,species,oral,0.916509715104025,0.7957314528324025,0.39,3.0
11,Bowtie2 95,1012,864,0,148,1.0,0.8537549407114624,0.9268774703557312,species,skin,0.5896932007816544,0.6744945025613143,0.06,3.0
12,Bowtie2 95,1012,880,1,131,0.9988649262202043,0.8704253214638972,0.9346451238420508,species,stool,0.9594689006834034,0.9146779442295029,0.26,3.0
13,Bowtie2 95,1012,940,0,72,1.0,0.9288537549407114,0.9644268774703557,species,oral,0.9363233310217344,0.8137655433637858,0.43,3.0
14,Bowtie2 95,1012,820,0,192,1.0,0.8102766798418972,0.9051383399209486,species,skin,0.5446413696111808,0.6653606171887141,0.06,3.0
15,Bowtie2 98,1012,470,0,542,1.0,0.4644268774703557,0.7322134387351779,species,stool,0.8980354253556794,0.8288815816328341,0.17,3.0
16,Bowtie2 98,1012,472,0,540,1.0,0.466403162055336,0.733201581027668,species,oral,0.9006633539087878,0.7490800767935987,0.21,3.0
17,Bowtie2 98,1012,483,0,529,1.0,0.4772727272727273,0.7386363636363636,species,skin,0.5473744576235893,0.657094344137433,0.04,3.0
18,Bowtie2 98,1012,452,0,560,1.0,0.44664031620553357,0.7233201581027668,species,stool,0.9572042059708045,0.8976086721357,0.19,3.0
19,Bowtie2 98,1012,483,0,529,1.0,0.4772727272727273,0.7386363636363636,species,oral,0.9190273126614843,0.7996479012324017,0.22,3.0
20,Bowtie2 98,1012,461,0,551,1.0,0.45553359683794464,0.7277667984189723,species,skin,0.5179196437706826,0.6153397737410707,0.04,3.0
21,Bowtie2 98,1012,507,0,505,1.0,0.5009881422924901,0.7504940711462451,species,stool,0.9247247193912574,0.8566483993373409,0.17,3.0
22,Bowtie2 98,1012,506,0,506,1.0,0.5,0.75,species,oral,0.9288069129156762,0.819688882956629,0.26,3.0
23,Bowtie2 98,1012,474,0,538,1.0,0.4683794466403162,0.7341897233201581,species,skin,0.5611239927013979,0.6624934366582561,0.05,3.0
24,Bowtie2 98,1012,480,1,531,0.997920997920998,0.47477744807121663,0.7363492229961073,species,stool,0.9016233417527424,0.8460980132173005,0.15,3.0
25,Bowtie2 98,1012,488,0,524,1.0,0.48221343873517786,0.7411067193675889,species,oral,0.9233992387448923,0.7954119740423161,0.24,3.0
26,Bowtie2 98,1012,478,0,534,1.0,0.4723320158102767,0.7361660079051383,species,skin,0.5210060364848024,0.652979650296199,0.04,3.0
27,Bowtie2 98,1012,460,0,552,1.0,0.45454545454545453,0.7272727272727273,species,stool,0.9597393742215271,0.9000707866885606,0.19,3.0
28,Bowtie2 98,1012,525,0,487,1.0,0.5187747035573123,0.7593873517786561,species,oral,0.9347517660428328,0.8269197125971703,0.28,3.0
29,Bowtie2 98,1012,458,0,554,1.0,0.4525691699604743,0.7262845849802372,species,skin,0.5149932857587356,0.615191317015116,0.04,3.0
30,Bowtie2 95,9992,8960,7,1025,0.9992193598750976,0.8973460190285428,0.9482826894518201,species,stool,0.9844613690832253,0.9596895623430483,0.79,4.0
31,Bowtie2 95,9992,8853,5,1134,0.9994355384962745,0.8864523881045359,0.9429439633004052,species,oral,0.9629591505354895,0.858751111393287,0.98,4.0
32,Bowtie2 95,9992,8560,2,1430,0.9997664097173558,0.8568568568568569,0.9283116332871063,species,skin,0.8949718404019882,0.7927748229516434,0.17,4.0
33,Bowtie2 95,9992,8954,10,1028,0.99888442659527,0.8970146263273893,0.9479495264613296,species,stool,0.9854513559604606,0.9545786514352381,0.82,4.0
